,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
759837,3673,2352,3,966454803,M,25,2,10003,"Big Chill, The (1983)",Comedy|Drama
651998,2897,2985,3,971933201,M,25,5,97405,Robocop (1987),Action|Crime|Sci-Fi
384705,1671,25,2,974774871,M,35,0,98368,Leaving Las Vegas (1995),Drama|Romance
427295,5604,1257,4,959834989,M,35,15,63117,Better Off Dead... (1985),Comedy
383329,1922,2688,3,974696003,F,25,7,94303,"General's Daughter, The (1999)",Drama|Thriller
609137,2027,1625,4,974674318,F,25,9,48021,"Game, The (1997)",Mystery|Thriller
517068,984,2872,4,975117561,M,50,16,92129,Excalibur (1981),Action|Drama|Fantasy|Romance
60477,3031,1357,4,970355607,M,18,4,48135,Shine (1996),Drama|Romance
127224,1311,590,5,974781022,M,18,10,90274,Dances with Wolves (1990),Adventure|Drama|Western
339367,5825,2966,5,960556093,F,25,4,43201,"Straight Story, The (1999)",Drama
365231,2986,161,4,970808403,M,25,4,24060,Crimson Tide (1995),Drama|Thriller|War
154902,13,165,3,978201946,M,45,1,93304,Die Hard: With a Vengeance (1995),Action|Thriller
825284,621,3587,5,975798273,M,18,4,93560,Inferno (1980),Horror
533750,4305,541,4,965263310,F,45,17,27616,Blade Runner (1982),Film-Noir|Sci-Fi
329421,4016,3072,3,965619065,M,50,0,33901,Moonstruck (1987),Comedy
233874,5915,2770,3,957335831,M,18,4,58102,Bowfinger (1999),Comedy
531309,2060,1073,5,982177605,M,1,1,48304,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
741475,4510,196,3,966801710,M,45,7,92503,Species (1995),Horror|Sci-Fi
258488,4607,1912,5,998919393,M,25,0,27403,Out of Sight (1998),Action|Crime|Romance
791811,5047,2463,3,962497089,M,45,6,23452,Ruthless People (1986),Comedy
251156,2857,50,4,972509058,M,25,0,10469,"Usual Suspects, The (1995)",Crime|Thriller
558454,1794,3448,3,974701661,M,25,11,20878,"Good Morning, Vietnam (1987)",Comedy|Drama|War
80900,2860,3107,3,974237707,M,35,17,20009,Backdraft (1991),Action|Drama
537841,4347,1586,4,965218853,F,18,20,77304,G.I. Jane (1997),Action|Drama|War
957705,195,2609,5,994137594,M,25,12,10458,"King of Masks, The (Bian Lian) (1996)",Drama
363157,3336,2429,2,967854760,M,35,17,93436,Mighty Joe Young (1998),Adventure|Children's|Drama
835782,1418,3512,4,974760669,M,18,4,48197,Return to Me (2000),Drama|Romance
869658,1676,2443,3,974709506,M,18,4,91301,Playing by Heart (1998),Drama|Romance
696336,4122,785,4,965359428,M,18,19,82070,Kingpin (1996),Comedy
989852,1658,2886,4,974713701,F,35,6,94214,"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy
105182,3841,1690,4,966000854,M,45,18,26101,Alien: Resurrection (1997),Action|Horror|Sci-Fi
652693,796,2989,3,975418728,M,50,6,98237,For Your Eyes Only (1981),Action
654381,5458,1186,4,1014697975,F,18,2,98102,"Sex, Lies, and Videotape (1989)",Drama
993088,4027,807,2,965514832,F,25,7,12533,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
862427,1470,1985,1,974836508,M,18,4,94118,Halloween 4: The Return of Michael Myers (1988),Horror
308881,411,272,2,1010353688,F,45,1,43214,"Madness of King George, The (1994)",Drama
441926,3499,1918,2,966997180,M,25,3,77006,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
196047,1367,1580,5,974770456,M,25,12,53707,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
231846,3740,1466,4,966168475,M,18,5,55116,Donnie Brasco (1997),Crime|Drama
22032,1764,2321,4,974707514,M,18,0,75149,Pleasantville (1998),Comedy
204438,2854,1304,4,972529370,F,18,4,64151,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
179385,4335,356,5,965238577,M,35,0,74011,Forrest Gump (1994),Comedy|Romance|War
169321,5708,780,1,958523455,M,35,1,90034,Independence Day (ID4) (1996),Action|Sci-Fi|War
416017,2380,3484,3,996082865,M,25,4,22903,"Skulls, The (2000)",Thriller
668753,2994,2253,1,970709299,M,35,5,95008,Toys (1992),Action|Comedy|Fantasy
289022,1285,2384,4,974793892,M,35,4,98125,Babe: Pig in the City (1998),Children's|Comedy
860051,195,2034,3,977749189,M,25,12,10458,"Black Hole, The (1979)",Sci-Fi
562680,482,3396,3,976221620,M,25,14,55305,"Muppet Movie, The (1979)",Children's|Comedy
412343,2790,1584,3,972941828,M,25,20,85013,Contact (1997),Drama|Sci-Fi
429079,791,586,4,1010160826,M,35,7,27511,Home Alone (1990),Children's|Comedy
734344,4675,1199,5,963739575,F,18,4,27514,Brazil (1985),Sci-Fi
18978,710,2018,3,978381585,M,25,20,85207,Bambi (1942),Animation|Children's
294724,2854,1513,3,972577831,F,18,4,64151,Romy and Michele's High School Reunion (1997),Comedy
364453,919,1120,3,975204580,F,35,1,92056,"People vs. Larry Flynt, The (1996)",Drama
108094,1780,2858,3,1001487442,M,35,1,22181,American Beauty (1999),Comedy|Drama
680467,5675,475,4,958682619,M,35,14,30030,In the Name of the Father (1993),Drama
356065,5488,1393,4,959819802,M,25,15,91125,Jerry Maguire (1996),Drama|Romance
965056,2299,338,4,974498306,F,18,10,13090,Virtuosity (1995),Sci-Fi|Thriller
520028,5734,899,5,959890122,F,25,14,10022,Singin' in the Rain (1952),Musical|Romance
783534,3320,1556,1,968523061,M,25,1,56082,Speed 2: Cruise Control (1997),Action|Romance|Thriller
472141,2643,2174,3,1031342381,M,45,17,99005,Beetlejuice (1988),Comedy|Fantasy
95606,1284,3257,2,974842797,M,45,16,33334,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
8720,4279,1287,5,965282241,M,25,16,43215,Ben-Hur (1959),Action|Adventure|Drama
392705,5345,367,4,960672871,F,25,17,80003,"Mask, The (1994)",Comedy|Crime|Fantasy
261542,169,2289,5,977199259,M,25,7,55439,"Player, The (1992)",Comedy|Drama
335116,1497,3753,5,974749572,M,50,5,80220,"Patriot, The (2000)",Action|Drama|War
446155,699,743,2,975559096,M,18,0,73505,Spy Hard (1996),Comedy
135841,5852,1198,4,957756266,F,25,1,94044,Raiders of the Lost Ark (1981),Action|Adventure
42613,2987,1,4,970795538,M,18,4,15213,Toy Story (1995),Animation|Children's|Comedy
454624,2098,750,4,974653145,M,35,20,48067,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
346581,1755,1380,4,974702690,F,18,4,77005,Grease (1978),Comedy|Musical|Romance
99360,156,2490,4,977251069,F,45,7,14519,Payback (1999),Action|Thriller
855194,2414,3406,2,974257064,M,25,1,49503,Captain Horatio Hornblower (1951),Action|Adventure|War
373908,1926,253,5,974771446,F,1,0,95404,Interview with the Vampire (1994),Drama|Horror
320293,1836,34,4,974824733,M,25,0,10016,Babe (1995),Children's|Comedy|Drama
181817,4510,1247,3,964980263,M,45,7,92503,"Graduate, The (1967)",Drama|Romance
678122,5306,2014,3,960940207,F,25,17,92121,Freaky Friday (1977),Children's|Comedy
842421,4888,2969,5,962740238,F,56,0,08055,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance
927829,1601,704,4,978577315,M,25,12,83001,"Quest, The (1996)",Action|Adventure
875252,1635,2401,4,974741286,M,25,0,97212,Pale Rider (1985),Western
236990,2427,509,5,990801012,F,25,14,94010,"Piano, The (1993)",Drama|Romance
221184,788,3527,4,975429171,M,25,0,37601,Predator (1987),Action|Sci-Fi|Thriller
565991,3519,2907,1,981383597,F,25,14,11215,Superstar (1999),Comedy
812224,2942,1235,5,971329119,F,50,1,93103,Harold and Maude (1971),Comedy
631764,1685,2664,2,974709721,M,35,12,95833,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
154177,2909,21,4,971977798,M,25,7,43228,Get Shorty (1995),Action|Comedy|Drama
267072,2247,3163,5,975194739,M,45,2,60613,Topsy-Turvy (1999),Drama
354198,2344,2336,4,974413374,M,25,12,02139,Elizabeth (1998),Drama
778994,3208,2266,1,968557234,M,25,14,30342,"Butcher's Wife, The (1991)",Comedy|Romance
744579,4596,3708,3,964222899,F,18,4,94611,Firestarter (1984),Horror|Thriller
982692,4379,414,2,965176615,M,25,4,27278,"Air Up There, The (1994)",Comedy
721489,3884,1037,1,967597633,M,18,4,78759,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
526263,2237,2375,3,974601716,F,35,6,14905,"Money Pit, The (1986)",Comedy
39336,3685,2762,5,966948803,M,25,5,55100,"Sixth Sense, The (1999)",Thriller
111311,4009,1225,4,965545489,M,18,7,44039,Amadeus (1984),Drama
970194,1211,523,3,976217586,M,18,4,10027,Ruby in Paradise (1993),Drama
18063,4368,2791,4,965183718,M,18,17,22043,Airplane! (1980),Comedy
393977,4708,223,5,963517936,M,25,0,60647,Clerks (1994),Comedy
36393,817,1907,4,975388709,M,18,4,41076,Mulan (1998),Animation|Children's
389093,4951,1673,3,962643855,F,35,17,90291,Boogie Nights (1997),Drama
890334,2092,2349,4,974769402,M,56,1,49006,Mona Lisa (1986),Comedy|Thriller
568704,4089,440,4,965455786,M,25,7,79416,Dave (1993),Comedy|Romance
567058,148,2335,4,979578902,M,50,17,57747,"Waterboy, The (1998)",Comedy
897699,2946,415,2,971277008,M,35,16,92630,Another Stakeout (1993),Comedy|Thriller
262162,3957,2289,4,965672968,M,35,11,40242,"Player, The (1992)",Comedy|Drama
580053,5978,10,3,965878205,M,35,1,49307,GoldenEye (1995),Action|Adventure|Thriller
111558,5042,1225,4,962506456,F,18,2,55408,Amadeus (1984),Drama
475761,5981,915,2,956932351,M,35,7,01776,Sabrina (1954),Comedy|Romance
394765,4406,3298,4,966620669,M,25,16,80013,Boiler Room (2000),Drama
445052,4700,2078,2,963590815,F,18,4,48109,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
675501,3997,1126,3,965580438,M,35,17,45255,Drop Dead Fred (1991),Comedy|Fantasy
978803,1181,369,1,976070653,M,35,7,20716,Mrs. Parker and the Vicious Circle (1994),Drama
498611,2127,370,2,982120231,M,18,4,12309,Naked Gun 33 1/3: The Final Insult (1994),Comedy
188815,1116,1079,4,974913876,M,25,15,92121,"Fish Called Wanda, A (1988)",Comedy
422586,4736,2124,1,963631341,M,18,20,91505,"Addams Family, The (1991)",Comedy
456716,2503,3608,1,974085097,M,35,17,19360,Pee-wee's Big Adventure (1985),Comedy
769945,3546,1285,4,967027084,M,25,20,41706,Heathers (1989),Comedy
639780,3493,2288,4,967038839,M,25,17,61350,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
754744,4425,3361,3,965117707,M,35,7,98607,Bull Durham (1988),Comedy
257910,970,1912,3,975977992,M,25,0,27615,Out of Sight (1998),Action|Crime|Romance
159031,1113,349,4,974916922,M,18,4,97215,Clear and Present Danger (1994),Action|Adventure|Thriller
572086,3205,2106,4,968562967,F,35,16,80304,Swing Kids (1993),Drama|War
289234,4064,2384,5,965480065,M,45,0,20851,Babe: Pig in the City (1998),Children's|Comedy
997242,6002,2577,3,956801595,M,50,0,43231,Metroland (1997),Comedy|Drama
244539,3454,1617,2,968188935,M,18,0,92122,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
264979,3821,3016,2,974758229,M,25,20,44313,Creepshow (1982),Horror
177706,5220,1244,3,961551312,M,25,7,91436,Manhattan (1979),Comedy|Drama|Romance
222428,1034,1201,1,975012165,F,35,1,82601,"Good, The Bad and The Ugly, The (1966)",Action|Western
354100,1698,2336,5,974774402,M,35,2,97214,Elizabeth (1998),Drama
400085,1347,3160,3,974772317,F,18,1,11375,Magnolia (1999),Drama
783914,3648,450,2,994801627,M,18,4,85210,With Honors (1994),Comedy|Drama
826630,146,2941,5,977349508,F,35,20,10954,South Pacific (1958),Musical|Romance|War
483875,42,924,5,978040211,M,25,8,24502,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
356954,4600,1682,4,967478219,M,25,0,46240,"Truman Show, The (1998)",Drama
704253,601,1219,4,975885555,F,18,20,06320,Psycho (1960),Horror|Thriller
204822,4448,1304,5,966286374,M,25,14,06880,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
706043,3391,3273,1,1011902187,M,18,4,48135,Scream 3 (2000),Horror|Mystery|Thriller
261618,678,2289,4,978702688,M,25,0,34952,"Player, The (1992)",Comedy|Drama
534317,528,542,3,980039408,F,18,17,83843,Son in Law (1993),Comedy
205311,335,2470,3,976363011,M,35,18,55434,Crocodile Dundee (1986),Adventure|Comedy
95680,2078,3257,3,974786960,M,18,4,13323,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
252084,5825,50,5,957899257,F,25,4,43201,"Usual Suspects, The (1995)",Crime|Thriller
635295,4448,3638,3,966286272,M,25,14,06880,Moonraker (1979),Action|Romance|Sci-Fi
655280,1132,2139,5,974888230,M,18,12,98225,"Secret of NIMH, The (1982)",Animation|Children's
716273,2439,2671,4,974224032,M,45,17,48105,Notting Hill (1999),Comedy|Romance
700569,657,2502,4,975694849,F,50,13,34691,Office Space (1999),Comedy|Romance
954278,1062,458,5,975054262,M,50,19,59457,Geronimo: An American Legend (1993),Drama|Western
266111,2621,1704,3,973655293,M,18,0,46304,Good Will Hunting (1997),Drama
180971,173,1247,4,989525212,M,25,0,45237,"Graduate, The (1967)",Drama|Romance
699483,2011,2860,4,974676892,F,35,3,01545,Blue Streak (1999),Comedy
315412,735,1966,2,975479310,M,25,14,04240,Metropolitan (1990),Comedy
850524,2148,3864,5,974622684,F,18,0,81301,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
981316,3807,1105,2,965967285,F,35,19,32095,Children of the Corn IV: The Gathering (1996),Horror
204122,1383,1304,3,974767286,F,25,7,19806,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
783944,4277,450,4,970049787,M,35,16,98133,With Honors (1994),Comedy|Drama
291092,1545,2890,4,974746673,M,25,20,20009,Three Kings (1999),Drama|War
261207,3007,1485,4,970541509,M,35,0,33174,Liar Liar (1997),Comedy
869415,731,3814,5,975528827,M,45,3,55410,Love and Death (1975),Comedy
11104,264,919,4,976711223,M,35,0,20755,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
982115,3626,1346,3,966617997,M,25,17,75075,Cat People (1982),Horror
723274,3926,2416,4,965709244,M,25,2,94404,Back to School (1986),Comedy
161385,4472,457,4,965064054,F,45,16,14424,"Fugitive, The (1993)",Action|Thriller
826616,5831,3169,4,957888730,M,25,1,92120,"Falcon and the Snowman, The (1984)",Drama
847313,4985,2334,3,962594427,M,35,0,29063,"Siege, The (1998)",Action|Thriller
608828,5344,1619,3,960675801,F,50,1,98177,Seven Years in Tibet (1997),Drama|War
514459,937,2005,4,1001866262,M,25,15,60513,"Goonies, The (1985)",Adventure|Children's|Fantasy
608132,2164,2273,4,974613517,M,35,0,95826,Rush Hour (1998),Action|Thriller
460357,3715,3034,5,966266398,M,18,5,55428,Robin Hood (1973),Animation|Children's
302070,4077,2390,4,965445855,F,35,2,22030,Little Voice (1998),Comedy
887707,4957,1342,3,962908693,M,25,2,48197,Candyman (1992),Horror
516563,3981,969,4,965627862,F,45,0,97701,"African Queen, The (1951)",Action|Adventure|Romance|War
819239,4344,1272,4,965235484,M,25,1,44240,Patton (1970),Drama|War
269828,1358,2723,3,974771931,M,35,17,49508,Mystery Men (1999),Action|Adventure|Comedy
322755,6000,357,3,956880801,M,45,17,30075,Four Weddings and a Funeral (1994),Comedy|Romance
414344,2761,3623,3,973147915,M,35,6,80917,Mission: Impossible 2 (2000),Action|Thriller
253679,4452,3081,2,965089112,F,25,7,78666,Sleepy Hollow (1999),Horror|Romance
522210,5788,539,2,958109806,M,25,0,92646,Sleepless in Seattle (1993),Comedy|Romance
828724,5981,1086,3,956931519,M,35,7,01776,Dial M for Murder (1954),Mystery|Thriller
225524,4401,1240,4,965159957,M,18,4,10027,"Terminator, The (1984)",Action|Sci-Fi|Thriller
292561,1448,16,5,976139120,F,25,3,17522,Casino (1995),Drama|Thriller
620639,5605,2701,1,959549259,F,18,2,95008,Wild Wild West (1999),Action|Sci-Fi|Western
544772,1298,1302,4,974830024,M,35,6,33615,Field of Dreams (1989),Drama
919606,2724,1050,5,973271835,F,45,2,27514,Looking for Richard (1996),Documentary|Drama
214972,3603,1214,3,966615004,F,35,7,78704,Alien (1979),Action|Horror|Sci-Fi|Thriller
862437,1835,1985,2,974878881,M,25,19,11501,Halloween 4: The Return of Michael Myers (1988),Horror
193561,4351,1291,5,965438778,M,25,12,37919,Indiana Jones and the Last Crusade (1989),Action|Adventure
978287,5763,1399,3,959536449,F,25,1,08904,Marvin's Room (1996),Drama
893864,3707,1686,4,966280239,F,18,0,34744,Red Corner (1997),Crime|Thriller
587044,3942,1263,4,966548051,M,18,4,49855,"Deer Hunter, The (1978)",Drama|War
575275,4950,1303,4,983222978,M,25,16,55421,"Man Who Would Be King, The (1975)",Adventure
288319,2967,1653,3,971125692,M,25,0,94110,Gattaca (1997),Drama|Sci-Fi|Thriller
939983,5972,2978,2,963614450,F,25,20,55428,Three to Tango (1999),Comedy|Romance
453208,2073,1282,5,974663115,F,18,4,13148,Fantasia (1940),Animation|Children's|Musical
310162,1680,348,4,974712445,M,25,20,95380,Bullets Over Broadway (1994),Comedy
827812,5407,3681,5,960248101,F,35,17,30096,For a Few Dollars More (1965),Western
481865,2595,344,2,973809692,M,18,4,15213,Ace Ventura: Pet Detective (1994),Comedy
962687,4169,2801,4,975804989,M,50,0,66048,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
305854,2195,2683,4,989113535,M,1,10,60148,Austin Powers: The Spy Who Shagged Me (1999),Comedy
629863,970,3457,2,975111820,M,25,0,27615,Waking the Dead (1999),Drama
28796,4750,48,3,963194118,F,25,0,91107,Pocahontas (1995),Animation|Children's|Musical|Romance
984525,216,2345,4,976869748,M,45,13,52761,Desert Bloom (1986),Drama
918669,1941,2819,5,974851898,M,35,17,94550,Three Days of the Condor (1975),Thriller
413341,3513,1223,3,966973932,M,25,16,01890,"Grand Day Out, A (1992)",Animation|Comedy
8475,2231,1287,3,974602639,M,50,11,85726,Ben-Hur (1959),Action|Adventure|Drama
686828,5074,1242,3,962428225,M,1,0,20132,Glory (1989),Action|Drama|War
373997,2968,253,4,971110167,F,18,0,48104,Interview with the Vampire (1994),Drama|Horror
685313,5580,1094,3,959291415,M,45,7,01581,"Crying Game, The (1992)",Drama|Romance|War
497923,5100,3723,5,962361828,M,50,6,193122042,Hamlet (1990),Drama
566194,798,788,3,975406444,F,25,20,48464,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
517682,5886,2872,3,957488391,M,25,20,02139,Excalibur (1981),Action|Drama|Fantasy|Romance
495486,517,932,5,976202322,F,25,14,55408,"Affair to Remember, An (1957)",Romance
825681,3841,2932,2,965998250,M,45,18,26101,Days of Heaven (1978),Drama
837937,5594,1949,5,959226410,F,45,0,55419,"Man for All Seasons, A (1966)",Drama
457598,3724,2662,3,966225366,M,35,6,77083,"War of the Worlds, The (1953)",Action|Sci-Fi|War
301073,2305,1732,1,974493600,M,50,20,48104,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
37340,10,1022,5,979775689,F,35,1,95370,Cinderella (1950),Animation|Children's|Musical
292669,2465,16,3,974324984,M,50,6,44333,Casino (1995),Drama|Thriller
681525,746,2025,2,975467254,F,18,19,95019,Lolita (1997),Drama|Romance
460993,2489,2161,3,974142521,F,35,9,37843,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
570947,1639,481,4,975142467,M,25,17,95405,Kalifornia (1993),Drama|Thriller
916680,5091,1727,3,963682680,M,25,17,19810,"Horse Whisperer, The (1998)",Drama
530270,2304,1215,4,974496543,M,45,12,94103,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
654391,5553,1186,4,959457724,M,35,3,29425,"Sex, Lies, and Videotape (1989)",Drama
788635,4956,3686,3,962641190,M,35,15,77007,Flatliners (1990),Thriller
370479,204,2297,3,978039929,M,25,7,92123,What Dreams May Come (1998),Drama|Romance
9233,1443,2804,5,974757502,M,35,2,98055,"Christmas Story, A (1983)",Comedy|Drama
107395,644,2858,4,975737595,M,25,20,93704,American Beauty (1999),Comedy|Drama
516900,5787,969,5,984190145,M,25,20,90802,"African Queen, The (1951)",Action|Adventure|Romance|War
688268,1624,2991,5,974852831,M,25,0,06810,Live and Let Die (1973),Action
959863,1117,3719,3,980536070,M,18,14,10017,Love's Labour's Lost (2000),Comedy|Romance
266074,2472,1704,5,974235102,M,25,18,37922,Good Will Hunting (1997),Drama
58466,3847,608,3,965886443,M,25,7,12801,Fargo (1996),Crime|Drama|Thriller
66838,3454,2628,4,1016228377,M,18,0,92122,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
739522,1243,11,4,974831457,M,35,15,92627,"American President, The (1995)",Comedy|Drama|Romance
775004,2743,276,2,973224410,M,25,14,72601,Milk Money (1994),Comedy|Romance
158246,5917,380,4,957315890,F,50,1,94550,True Lies (1994),Action|Adventure|Comedy|Romance
847338,5376,2334,3,960438694,M,25,17,94538,"Siege, The (1998)",Action|Thriller
956899,3311,1855,2,968648066,M,25,4,90039,Krippendorf's Tribe (1998),Comedy
152048,1331,1124,5,974953835,M,45,0,12065,On Golden Pond (1981),Drama
512398,4287,1200,5,965276150,M,25,7,35244,Aliens (1986),Action|Sci-Fi|Thriller|War
369823,3913,1639,5,965766287,M,18,17,40207,Chasing Amy (1997),Drama|Romance
196974,3507,1580,2,966974461,M,25,0,02472,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
911945,4771,2583,3,972534603,F,25,4,04101,Cookie's Fortune (1999),Mystery
498655,2681,370,3,973392280,F,25,4,48823,Naked Gun 33 1/3: The Final Insult (1994),Comedy
864386,1812,1821,5,974702900,F,25,12,48103,"Object of My Affection, The (1998)",Comedy|Romance
948214,869,2645,3,975279358,M,18,20,92026,Dracula (1958),Horror
940096,4983,2048,3,962593433,F,45,16,55116,"Great Mouse Detective, The (1986)",Animation|Children's
570276,520,85,4,976226655,F,35,20,55104,Angels and Insects (1995),Drama|Romance
377887,2904,2023,5,971841869,M,25,4,16802,"Godfather: Part III, The (1990)",Action|Crime|Drama
370376,4430,3528,2,965103400,F,25,0,94403,"Prince of Tides, The (1991)",Drama|Romance
222579,2231,1201,4,974601801,M,50,11,85726,"Good, The Bad and The Ugly, The (1966)",Action|Western
966579,1295,320,2,974788507,F,35,6,90036,Suture (1993),Film-Noir|Thriller
164980,202,3418,4,976937693,M,18,4,53706,Thelma & Louise (1991),Action|Drama
398948,4033,3301,3,965511845,M,25,6,43551,"Whole Nine Yards, The (2000)",Comedy|Crime
418031,1752,1307,3,975728573,M,25,3,96813,When Harry Met Sally... (1989),Comedy|Romance
231321,4607,1392,3,964307343,M,25,0,27403,Citizen Ruth (1996),Comedy|Drama
951767,123,1389,2,977591329,M,35,9,67208,Jaws 3-D (1983),Action|Horror
559027,4951,3448,3,962652001,F,35,17,90291,"Good Morning, Vietnam (1987)",Comedy|Drama|War
801561,5627,1224,3,959043741,M,25,0,07040,Henry V (1989),Drama|War
412768,4609,1584,4,964163752,F,25,4,53951,Contact (1997),Drama|Sci-Fi
41275,4352,150,3,965191806,M,18,4,11010,Apollo 13 (1995),Drama
659393,2192,3889,1,974606920,F,25,0,27713,Highlander: Endgame (2000),Action|Adventure|Fantasy
335459,2814,3753,4,990836403,M,35,7,02127,"Patriot, The (2000)",Action|Drama|War
13646,5120,595,3,962257452,M,50,7,80302,Beauty and the Beast (1991),Animation|Children's|Musical
234212,1078,506,5,974939644,F,45,9,95661,Orlando (1993),Drama
383050,5394,2686,4,1008714282,M,18,0,60618,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
621476,1690,1911,4,974713877,M,35,16,98029,Doctor Dolittle (1998),Comedy
296492,4802,1517,5,962988959,M,56,1,40601,Austin Powers: International Man of Mystery (1997),Comedy
941134,1980,1542,4,1018905552,M,35,7,06460,Brassed Off (1996),Comedy|Drama|Romance
383214,911,2688,4,976489083,M,50,0,98226,"General's Daughter, The (1999)",Drama|Thriller
468249,1790,2746,3,974704186,M,25,0,19152,Little Shop of Horrors (1986),Comedy|Horror|Musical
595786,971,160,2,975111571,M,25,12,43615,Congo (1995),Action|Adventure|Mystery|Sci-Fi
707211,4509,585,3,965522360,M,25,7,38261,"Brady Bunch Movie, The (1995)",Comedy
116126,3415,3699,4,967519283,M,35,7,80129,Starman (1984),Adventure|Drama|Romance|Sci-Fi
866932,1150,909,4,974876105,F,25,20,75226,"Apartment, The (1960)",Comedy|Drama
64512,5765,648,4,958180766,M,25,11,44515,Mission: Impossible (1996),Action|Adventure|Mystery
672794,3726,1391,3,966226245,M,25,17,92882,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
587444,1172,2572,4,974862853,F,25,0,61801,10 Things I Hate About You (1999),Comedy|Romance
773423,5161,2313,4,961908592,M,25,4,30052,"Elephant Man, The (1980)",Drama
65287,3935,2268,4,965860638,M,35,18,72118,"Few Good Men, A (1992)",Crime|Drama
628744,1101,3879,3,1026763325,M,35,1,06417,"Art of War, The (2000)",Action
894097,2967,1769,2,971126077,M,25,0,94110,"Replacement Killers, The (1998)",Action|Thriller
886172,3423,3617,3,981879060,M,25,7,84088,Road Trip (2000),Comedy
555484,1716,2706,3,976686076,M,25,0,43229,American Pie (1999),Comedy
372724,4626,3246,3,964112765,M,25,14,97219,Malcolm X (1992),Drama
744769,1151,1965,5,975036723,M,25,15,46805,Repo Man (1984),Comedy|Sci-Fi
494782,955,2193,2,975209633,F,50,7,94941,Willow (1988),Action|Adventure|Fantasy
456567,1194,3608,2,1036310400,F,25,1,95617,Pee-wee's Big Adventure (1985),Comedy
725845,4336,3243,5,965238843,F,25,0,40241,Encino Man (1992),Comedy
157877,4220,380,4,966456515,M,35,0,97225,True Lies (1994),Action|Adventure|Comedy|Romance
412371,2897,1584,5,971933097,M,25,5,97405,Contact (1997),Drama|Sci-Fi
107919,1504,2858,3,974748871,M,18,19,22030,American Beauty (1999),Comedy|Drama
717968,1723,849,3,974706641,M,35,17,60103,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
540002,5621,1220,4,959098879,M,25,7,02135,"Blues Brothers, The (1980)",Action|Comedy|Musical
231582,1551,1466,3,1013197063,M,25,11,20008,Donnie Brasco (1997),Crime|Drama
856464,5627,1518,3,959041626,M,25,0,07040,Breakdown (1997),Action|Thriller
956681,4124,2458,3,965445504,M,25,18,62330-1408,Armed and Dangerous (1986),Comedy|Crime
587156,4728,1263,5,963351099,M,25,19,31401,"Deer Hunter, The (1978)",Drama|War
797958,1147,1237,3,974873010,M,25,20,98101,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
711061,2752,1347,2,973196278,M,25,15,77006,"Nightmare on Elm Street, A (1984)",Horror
840415,3020,945,2,1036709241,F,35,7,60302,Top Hat (1935),Comedy|Musical|Romance
140766,803,2571,4,975395701,M,18,4,67217,"Matrix, The (1999)",Action|Sci-Fi|Thriller
456678,2116,3608,4,975898870,M,18,4,49546,Pee-wee's Big Adventure (1985),Comedy
998144,4345,452,3,966270523,F,25,14,44304,Widows' Peak (1994),Drama
81424,225,3108,5,976831589,M,25,7,11215,"Fisher King, The (1991)",Comedy|Drama|Romance
877724,2063,170,4,974663746,M,25,4,43138,Hackers (1995),Action|Crime|Thriller
200288,3992,1266,4,965597268,M,25,4,32653,Unforgiven (1992),Western
973868,1203,201,3,998232663,F,25,1,06417,Three Wishes (1995),Drama
783654,5390,1556,3,960327901,M,1,0,78130,Speed 2: Cruise Control (1997),Action|Romance|Thriller
